Sr. No.,molecule_chembl_id,canonical_smiles,,bioactivity_class,Groups,MW,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,standard_value,pIC50
5339,CHEMBL3813791,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/OCCCO,,inactive,0,526.5,3.2196,4,9,11,161.05,560,6.251811973
5340,CHEMBL3813873,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,,inactive,0,417.822,5.228,2,4,5,66.49,1500,5.823908741
5341,CHEMBL3814311,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/O,,active,1,468.42,3.2948,4,8,7,151.82,140,6.853871964
5342,CHEMBL3814321,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)C2(C(=O)Nc3ccc(F)cc3)CC2)cc1F,,active,1,482.447,3.467,3,8,8,140.82,120,6.920818754
5343,CHEMBL3814710,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/OCCCN1CCOCC1,,active,1,595.607,3.5595,3,10,12,153.29,220,6.657577319
5344,CHEMBL3814773,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/OCC(O)CN1CCOCC1,,inactive,0,611.606,2.5303,4,11,12,173.52,890,6.050609993
5345,CHEMBL3814828,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/OCCCN1CCCC1,,inactive,0,579.608,4.3231,3,9,12,144.06,340,6.468521083
5346,CHEMBL3815081,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/OCCN1CCCC1,,active,1,565.581,3.933,3,9,11,144.06,250,6.602059991
5347,CHEMBL3815128,CN(C)CCCO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)C2(C(=O)Nc3ccc(F)cc3)CC2)cc1F,,active,1,553.57,3.7889,3,9,12,144.06,170,6.769551079
5348,CHEMBL381562,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2cc(F)ccc21,,active,1,326.356,2.6914,1,5,2,59.28,49,7.30980392
5349,CHEMBL381577,FC(F)(F)c1cccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)c1,,inactive,0,411.387,5.0742,1,6,6,76.73,560,6.251811973
5350,CHEMBL381603,Clc1ccc2[nH]c(-c3ccccc3Cn3ccc4cnccc43)nc2c1,,inactive,0,358.832,5.2813,1,3,3,46.5,2660,5.575118363
5351,CHEMBL381704,COc1ccccc1Nc1nnc(-c2cccnc2CCc2ccncc2)o1,,inactive,0,373.416,4.064,1,7,7,85.96,10000,5
5352,CHEMBL381786,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1cnc2ccccc21,,inactive,0,361.832,4.9903,1,3,4,46.92,10000,5
5353,CHEMBL3817989,CONc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1,,active,1,347.382,3.8134,4,7,6,99.78,114,6.943095149
5354,CHEMBL3818017,COc1cccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)c1,,active,1,332.367,3.8487,3,6,5,87.75,81,7.091514981
5355,CHEMBL381817,N#Cc1cnc(Nc2cc(N3CCC(N)C3)ncn2)s1,,active,1,287.352,1.08578,2,8,3,103.75,16,7.795880017
5356,CHEMBL3818193,NS(=O)(=O)c1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1,,active,1,381.421,2.4875,4,7,5,138.68,24.5,7.610833916
5357,CHEMBL3818247,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,,inactive,0,461.482,3.3235,0,9,3,90.44,30000,4.522878745
5358,CHEMBL3818283,Fc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1,,active,1,320.331,3.9792,3,5,4,78.52,201,6.696803943
5359,CHEMBL3818404,Clc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1Cl,,active,1,371.231,5.1469,3,5,4,78.52,237,6.625251654
5360,CHEMBL3818768,CC(=O)Nc1cc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)ccc1C,,active,1,373.42,4.10692,4,6,5,107.62,57.9,7.237321436
5361,CHEMBL3819253,Clc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1,,active,1,336.786,4.4935,3,5,4,78.52,168,6.774690718
5362,CHEMBL3819389,COc1cc(OC)c(NC(=O)Nc2ccc3c(cnn3-c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c2)cc1Cl,,active,1,606.039,5.8995,3,11,10,142.91,145,6.838631998
5363,CHEMBL3819410,COc1cc(Nc2nccc(-n3ncc4cc([N+](=O)[O-])ccc43)n2)cc(OC)c1OC,,inactive,0,422.401,3.4931,1,10,7,126.46,690,6.161150909
5364,CHEMBL3819461,COc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1,,active,1,332.367,3.8487,3,6,5,87.75,117,6.931814138
5365,CHEMBL381973,CCOC(=O)c1cn2ncnc(Oc3ccc4[nH]ccc4c3)c2c1C(C)C,,inactive,0,364.405,4.303,1,6,5,81.51,470,6.327902142
5366,CHEMBL382062,COc1ccc(-c2nnc(Nc3ccc(Cl)c(Cl)c3)c3ccccc23)cc1,,inactive,0,396.277,6.3558,1,4,4,47.04,10000,5
5367,CHEMBL382070,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3cccs3)c12,,inactive,0,306.372,2.34552,3,5,3,100.87,6000,5.22184875
5368,CHEMBL382112,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCC(=O)N(C)C)sc4ncnc(N)c34)cc2)c1,,active,1,474.59,4.91372,3,6,6,113.24,210,6.677780705
5369,CHEMBL382142,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,,inactive,0,443.841,5.2233,1,7,8,85.96,440,6.356547324
5370,CHEMBL382184,Cc1ccccc1NC(=O)c1scnc1CCc1cnoc1,,inactive,0,313.382,3.47702,1,5,5,68.02,10000,5
5371,CHEMBL382218,Cc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1C(F)(F)F,,active,1,425.414,5.38262,1,6,6,76.73,87,7.060480747
5372,CHEMBL382256,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2ccccc21,,inactive,0,360.844,5.5953,1,2,4,34.03,10000,5
5373,CHEMBL3822573,Cc1ccc(O)cc1Nc1ccnc2ccccc12,,inactive,0,250.301,3.99242,2,3,2,45.15,5000,5.301029996
5374,CHEMBL3822577,CC(C)S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,,inactive,0,384.436,4.1759,2,5,4,87.74,5000,5.301029996
5375,CHEMBL3822754,CS(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,,inactive,0,356.382,3.3973,2,5,3,87.74,5000,5.301029996
5376,CHEMBL3822791,CS(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,,inactive,0,355.444,3.9916,1,6,3,71.95,2385,5.622511617
5377,CHEMBL3822938,Cc1ccc(O)cc1Nc1ccnc2ccc(C(F)(F)F)cc12,,active,1,318.298,5.01122,2,3,2,45.15,100,7
5378,CHEMBL3822972,COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,,inactive,0,336.376,3.5004,1,6,3,77,50000,4.301029996
5379,CHEMBL382308,Cc1ccc(NC(=O)c2scnc2CCc2cnoc2)c(F)c1,,inactive,0,331.372,3.61612,1,5,5,68.02,1660,5.779891912
5380,CHEMBL3823499,CC(C)(C)S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,,inactive,0,398.463,4.566,2,5,3,87.74,5000,5.301029996
5381,CHEMBL3823520,COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5ccccc5Cl)nn4)cc3F)ccnc2cc1OCCCN1CCCCC1,,active,1,631.108,6.916,1,9,11,103.63,96.68,7.014663358
5382,CHEMBL3823527,COc1ccc2nccc(Nc3cc(O)ccc3C)c2c1,,inactive,0,280.327,4.00102,2,4,3,54.38,3000,5.522878745
5383,CHEMBL382359,c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,,inactive,0,388.387,3.611,2,9,6,107.22,10000,5
5384,CHEMBL3823809,CS(=O)(=O)c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1,,inactive,0,339.38,2.6532,2,6,3,100.63,5000,5.301029996
5385,CHEMBL3824056,Cc1ccc(O)cc1Nc1ccnc2ccc(C(=O)NCC3CCOCC3)cc12,,inactive,0,391.471,4.14882,3,5,5,83.48,5000,5.301029996
5386,CHEMBL382478,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccc2ncnc-2c1,,inactive,0,404.473,5.3505,1,4,5,59.81,690,6.161150909
5387,CHEMBL382517,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,,active,1,409.902,5.54632,3,5,3,92.93,35,7.455931956
5388,CHEMBL382584,O=C(Nc1ccc(Br)cc1)c1ccccc1Cn1ccc2ncnc-2c1,,inactive,0,407.271,4.446,1,4,4,59.81,380,6.420216403
5389,CHEMBL382610,COc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1OC,,active,1,403.442,4.0726,1,8,8,95.19,67,7.173925197
5390,CHEMBL382638,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@H]1C(N)=O,,inactive,0,429.883,3.6242,2,6,6,93.37,10000,5
5391,CHEMBL382647,O=C(Nc1ccc(N2CCOCC2)cc1)c1scnc1CCc1cnoc1,,inactive,0,384.461,3.0052,1,7,6,80.49,3680,5.434152181
5392,CHEMBL382672,Cn1cnc(NCCc2ccc3c(c2)OCO3)c1-c1nnc(Nc2ccc(Cl)cc2)o1,,inactive,0,438.875,4.2504,2,9,7,99.26,10000,5
5393,CHEMBL3827045,O=C1c2cc(O)ccc2-c2c1c1ccc(O)cc1c(=O)n2-c1ccc(OCCN2CCCC2)cc1,,active,1,468.509,4.0879,2,7,5,92,99,7.004364805
5394,CHEMBL3827098,CN(C)CCOc1ccc(-n2c3c(c4ccc(O)cc4c2=O)C(=O)c2cc(O)ccc2-3)cc1,,inactive,0,442.471,3.5537,2,7,5,92,330,6.48148606
5395,CHEMBL382710,O=C(c1ccc(-c2nnc(Nc3ccc(OC(F)(F)Cl)cc3)c3ccccc23)cc1)N1CCOCC1,,inactive,0,510.928,5.6807,1,6,6,76.58,4900,5.30980392
5396,CHEMBL3827137,CCN(CC)CCOc1ccc(-n2c3c(c4ccc(OC)cc4c2=O)C(=O)c2cc(OC)ccc2-3)cc1,,inactive,0,498.579,4.9399,0,7,9,70,1030,5.987162775
5397,CHEMBL382716,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCNC(=O)c1c(F)c(F)c(N=[N+]=[N-])c(F)c1F,,inactive,0,579.873,6.4815,2,7,9,134.13,1000,6
5398,CHEMBL3827178,C[C@@H](Oc1ccc2[nH]nc(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,,active,1,522.44,5.6998,2,6,5,85.96,7.5,8.124938737
5399,CHEMBL3827180,CC(Oc1ccc2[nH]nc(-c3nc4cc(CCO)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,,active,1,468.344,5.4828,3,5,6,99.71,12.6,7.899629455
5400,CHEMBL3827268,CC(Oc1ccc2[nH]nc(-c3nc4cc(C5CCN(C)CC5)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,,active,1,521.452,6.7572,2,5,5,82.72,7.8,8.107905397
5401,CHEMBL3827784,O=C1c2cc(O)ccc2-c2c1c1ccc(O)cc1c(=O)n2-c1ccc(OCCN2CCCCC2)cc1,,active,1,482.536,4.478,2,7,5,92,250,6.602059991
5402,CHEMBL3827870,COc1ccc2c(c1)C(=O)c1c-2n(-c2ccc(OCCN(C)C)cc2)c(=O)c2cc(OC)ccc12,,inactive,0,470.525,4.1597,0,7,7,70,3900,5.408935393
5403,CHEMBL382797,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccc4[nH]ncc4c3)o2)c1,,inactive,0,450.424,5.5555,2,6,6,92.52,3870,5.412289035
5404,CHEMBL3828009,C[C@@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,,active,1,444.322,4.7639,2,6,7,88.85,5.8,8.236572006
5405,CHEMBL3828122,CC(Oc1ccc2[nH]nc(-c3nc4cc(N5C[C@@H](C)N[C@@H](C)C5)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,,active,1,536.467,6.1346,3,6,5,94.75,9,8.045757491
5406,CHEMBL382818,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,,active,1,448.86,6.7565,1,5,5,59.93,79,7.102372909
5407,CHEMBL382822,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C,,inactive,0,457.937,4.2271,1,6,6,70.59,10000,5
5408,CHEMBL382823,COCCN(Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)[C@@H](C)C(N)=O,,inactive,0,461.925,3.4967,2,7,10,102.6,10000,5
5409,CHEMBL3828416,CCN(CC)CCOc1ccc(-n2c3c(c4ccc(O)cc4c2=O)C(=O)c2cc(O)ccc2-3)cc1,,active,1,470.525,4.3339,2,7,7,92,120,6.920818754
5410,CHEMBL3828439,CC(Oc1ccc2[nH]nc(-c3nc4cc(N(C)C(=O)CN(C)C)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,,active,1,538.439,5.4724,2,6,7,103.03,2.5,8.602059991
5411,CHEMBL382855,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2ncnc-2c1,,active,1,362.82,4.3369,1,4,4,59.81,47,7.327902142
5412,CHEMBL3828740,CC(Oc1ccc2[nH]nc(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,,active,1,522.44,5.6998,2,6,5,85.96,8,8.096910013
5413,CHEMBL382979,Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,,active,1,395.875,5.2379,3,5,3,92.93,3,8.522878745
5414,CHEMBL383030,COC(=O)c1c(OCCCN(C)C)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,,inactive,0,457.482,4.4785,0,7,6,86.05,15500,4.809668302
5415,CHEMBL383077,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCS(C)(=O)=O)c(C)c34)ccc2[nH]1,,active,1,432.477,3.57234,1,7,7,98.58,70,7.15490196
5416,CHEMBL383123,c1cnc(CCc2ccncc2)c(-c2nnc(NCc3ccc4c(c3)OCO4)o2)c1,,active,1,401.426,3.6526,1,8,7,95.19,85,7.070581074
5417,CHEMBL383126,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cc3ccccc3)cc2)o1,,inactive,0,437.507,4.8116,2,8,8,93.69,10000,5
5418,CHEMBL383172,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc(NC2CCCC2)c1C#N,,inactive,0,403.446,3.9951,3,8,6,128.76,30000,4.522878745
5419,CHEMBL383215,O=C(Nc1ccc(Cl)c(Cl)c1)c1scnc1CCc1ccncc1,,active,1,378.284,4.8824,1,4,5,54.88,180,6.744727495
5420,CHEMBL383246,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,,inactive,0,515.033,4.3346,2,7,8,96.61,10000,5
5421,CHEMBL383255,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)F)cc2)o1,,active,1,431.378,4.1194,2,9,7,102.92,93,7.031517051
5422,CHEMBL383264,N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,,inactive,0,394.478,4.7269,2,4,6,76.82,50000,4.301029996
5423,CHEMBL383333,CC(C)(C)c1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,,inactive,0,399.498,5.3529,1,6,6,76.73,310,6.508638306
5424,CHEMBL383334,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,,active,1,411.387,5.0742,1,6,6,76.73,64,7.193820026
5425,CHEMBL383417,Nc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2ccccc12,,active,1,276.299,2.6536,3,3,1,87.56,58,7.236572006
5426,CHEMBL383434,FC(F)(F)Oc1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,,inactive,0,427.386,4.954,1,7,7,85.96,350,6.455931956
5427,CHEMBL383435,COc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C,,active,1,333.351,1.8944,1,6,3,81.4,26,7.585026652
5428,CHEMBL383541,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,,inactive,0,370.456,4.0771,2,4,7,76.82,50000,4.301029996
5429,CHEMBL383575,O=C(Nc1ccc(Cc2ccccc2)cc1)c1scnc1CCc1ccncc1,,inactive,0,399.519,5.1664,1,4,7,54.88,10000,5
5430,CHEMBL383593,COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCN(C(C)=O)CC4)cc(OC(C)C)c23)n1,,inactive,0,529.041,4.1506,1,9,10,101.94,2700,5.568636236
5431,CHEMBL383616,FC(F)(F)c1cc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)ccc1Cl,,active,1,450.851,7.2608,1,4,3,50.7,120,6.920818754
5432,CHEMBL383671,COC(=O)c1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,,active,1,354.341,3.54544,1,6,3,81.51,17,7.769551079
5433,CHEMBL383760,CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,,inactive,0,443.91,3.8849,2,6,6,79.38,10000,5
5434,CHEMBL384067,COc1cc2c(cc1OC)Oc1ncnc(Oc3cccc(Br)c3)c1N(C)C2,,inactive,0,444.285,4.7907,0,7,4,65.94,10000,5
5435,CHEMBL384260,COc1cc(OC2CCN(C)CC2)c2c(Nc3cccc4c3OCO4)ncnc2c1,,inactive,0,408.458,3.5837,1,8,5,77.97,2500,5.602059991
5436,CHEMBL384294,CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(-c4ccc(CN(C)C(=O)Nc5ccc(F)cc5)s4)c2C3)CC1,,active,1,530.673,5.2598,2,5,6,67.5,16,7.795880017
5437,CHEMBL384558,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)cc3Cl)c1NC2,,inactive,0,402.813,4.7477,2,7,4,77.53,10000,5
5438,CHEMBL384909,O=C(NCc1ccccc1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,,active,1,433.512,4.9629,3,6,8,78.94,17,7.769551079
5439,CHEMBL384939,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(CNC(=O)Oc5ccccc5)s4)n[nH]c2-3)CC1,,inactive,0,499.64,4.7454,2,6,6,73.49,24158,4.616939023
5440,CHEMBL384942,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(NCCN3CCCCC3)ncc2c1,,active,1,547.625,7.08254,2,5,7,70.15,173,6.761953897
5441,CHEMBL385015,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(Br)cc3)c1NC2,,inactive,0,429.274,4.7177,2,7,4,77.53,10000,5
5442,CHEMBL385055,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4N4CC(C)(C)C4=O)ccc3C)ccc2n1,,inactive,0,533.554,6.29082,2,5,5,87.22,360,6.443697499
5443,CHEMBL385178,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccnc1NCc1ccncc1,,active,1,396.45,5.1333,2,5,7,76.14,38,7.420216403
5444,CHEMBL385240,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,,inactive,0,428.92,4.517,1,7,6,68.74,2000,5.698970004
5445,CHEMBL385563,Clc1ccc2c(c1Nc1ncnc3cc(OCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,,inactive,0,512.994,4.7879,1,9,8,87.2,10000,5
5446,CHEMBL385598,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4N4CCN(C)C4=O)ccc3C)ccc2n1,,inactive,0,534.542,5.78982,2,5,5,90.46,461,6.336299075
5447,CHEMBL385898,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(N4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,,active,1,628.73,5.96034,1,11,10,110.75,170,6.769551079
5448,CHEMBL385937,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,,active,1,422.41,5.45852,2,4,3,80.9,2,8.698970004
5449,CHEMBL385956,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,,active,1,449.436,5.86172,2,5,5,79.8,4,8.397940009
5450,CHEMBL385958,c1cc(Nc2ncnc3cc(OCCN4CCCC4)cc(OC4CCOCC4)c23)c2c(c1)OCO2,,inactive,0,478.549,4.1345,1,9,8,87.2,650,6.187086643
5451,CHEMBL386052,COc1cc2c(cc1OC)Oc1nc(C)nc(Nc3cccc(Cl)c3F)c1NC2,,inactive,0,416.84,5.05612,2,7,4,77.53,10000,5
5452,CHEMBL386365,COc1cc2c(cc1OC)Oc1ncnc(Nc3cccc(C)c3)c1NC2,,inactive,0,364.405,4.26362,2,7,4,77.53,10000,5
5453,CHEMBL386584,COc1ccc(Cl)c(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)c1,,inactive,0,398.894,4.5084,1,6,5,59.51,5000,5.301029996
5454,CHEMBL386636,O=C1NC(=O)c2c1c1c(c3[nH]c4ccccc4c23)CCc2ccccc2-1,,active,1,338.366,3.9703,2,2,0,61.96,300,6.522878745
5455,CHEMBL386637,CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,,inactive,0,526.538,4.3992,2,6,4,87.38,1030,5.987162775
5456,CHEMBL386661,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1,,active,1,549.597,6.39102,2,6,6,79.38,17,7.769551079
5457,CHEMBL386760,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,,active,1,686.81,6.22484,1,12,14,119.98,140,6.853871964
5458,CHEMBL386996,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(F)ccc5c4OCO5)ncnc3c2)CC1,,inactive,0,511.554,3.5713,1,9,8,98.28,6500,5.187086643
5459,CHEMBL386998,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)cc3)c1NC2,,inactive,0,368.368,4.0943,2,7,4,77.53,10000,5
5460,CHEMBL387093,Clc1ccc2c(c1Nc1ncnc3cc(OCCN4CCCC4)cc(N4CCOCC4)c13)OCO2,,inactive,0,497.983,4.0667,1,9,7,81.21,5000,5.301029996
5461,CHEMBL387174,CCCn1c2ccc(NC(=O)Nc3ccc(C)cc3)cc2c2c3c(c4c(c21)CC(C=N)=CC4)C(=O)NC3,,active,1,491.595,6.07489,4,4,5,99.01,8,8.096910013
5462,CHEMBL387300,Cc1cccc(NC(=O)Nc2ccc(-c3noc4ncnc(N)c34)o2)c1,,inactive,0,350.338,3.41242,3,7,3,132.1,22000,4.657577319
5463,CHEMBL387312,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4C)cc2)c1,,active,1,371.444,4.77492,3,4,3,84.97,11,7.958607315
5464,CHEMBL387313,CO/N=C/c1c(N)ncnc1Oc1ccc2[nH]ccc2c1,,active,1,283.291,2.3127,2,6,4,98.41,276,6.559090918
5465,CHEMBL387590,CN1CCN(Cc2cc(Nc3nc4cc(Oc5ccnc6[nH]ccc56)ccc4o3)ccc2Cl)CC1,,active,1,488.979,5.6408,2,7,6,82.45,52,7.283996656
5466,CHEMBL387591,CN1CCN(Cc2cc(Nc3nc4cc(Oc5ccnc6ccccc56)cc(Cl)c4o3)ccc2Cl)CC1,,active,1,534.447,6.9661,1,7,6,66.66,52,7.283996656
5467,CHEMBL387604,COC(=O)Nc1nc2ncc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,,active,1,504.4,5.7304,4,6,5,130.26,5.4,8.26760624
5468,CHEMBL387817,Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,,active,1,445.376,5.7393,4,4,4,105.06,15,7.823908741
5469,CHEMBL387829,COc1cc(Nc2ncc(C#N)c(-c3ccccc3)n2)ccc1CN1CCCC1,,active,1,385.471,4.36328,1,6,6,74.07,91,7.040958608
5470,CHEMBL387929,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccc(Cl)cc5)c4)n[nH]c2-3)CC1,,active,1,515.082,5.5407,1,5,5,44.39,78,7.107905397
5471,CHEMBL387971,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,,active,1,476.602,3.1115,1,7,7,70.69,10,8
5472,CHEMBL387972,CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,,active,1,479.649,6.3718,1,4,5,41.15,69,7.161150909
5473,CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,,inactive,0,386.455,4.2375,2,5,3,78.35,1445,5.840132153
5474,CHEMBL388936,Cc1cc2c(cc3c4c(cccc42)NC3=O)[nH]1,,inactive,0,222.247,3.19522,2,1,0,44.89,1000,6
5475,CHEMBL3889493,COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CC(O)CO)c4)nc3c2)c1,,inactive,0,475.549,3.4118,2,9,10,105.76,7943.28,5.100000128
5476,CHEMBL3889544,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cc(OC(F)(F)F)ccc1F,,active,1,505.428,5.60752,3,6,7,114.47,8.1,8.091514981
5477,CHEMBL3889604,COc1cc(OC)cc(N(CCCc2ncccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,481.56,4.6084,0,9,9,91.08,1949.84,5.710001025
5478,CHEMBL3889711,COc1cc(OC)cc(N(Cc2nccn2S(=O)(=O)N(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,,inactive,0,548.629,3.2368,0,11,9,120.5,10000,5
5479,CHEMBL3889762,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cc(NC2CCN(C)CC2)cc(C(F)(F)F)c1,,active,1,583.615,6.09472,4,7,8,120.51,12.5,7.903089987
